Name,Action Date,Assigned to,Created time,Description,Files,Last edited time,Priority,Project Active,Project Status (rollup),Projects,Status,Time,URL,Valid (AI rule)
[YouTube/W31] 영상 업로드1,"December 15, 2025",한명학,"December 15, 2025 12:33 PM","완성된 W31 유튜브 본편 영상을 업로드한다.
- 제목/설명/태그/재생목록 설정
- 썸네일 적용 및 공개/예약 설정
- 업로드 후 링크를 기록하고 기본 지표(조회수/노출수 등)를 추적할 수 있도록 정리",,"December 15, 2025 8:46 PM",High,Yes,진행 중,YouTube 1주 1업로드 프로젝트 (https://www.notion.so/YouTube-1-1-429c2a5aa7b04d12b5a3923f9e698f91?pvs=21),Done,오후,,
[개발 환경 셋업] sosi 프로젝트 키 공유,"December 15, 2025",김은향,"December 15, 2025 3:54 PM","sosi 프로젝트 관련 GIT 리포지토리 및 액세스 키 정보를 정리하고 필요한 팀원과 공유한다.
- 현재 사용 중인 저장소 / 브랜치 전략 / 권한 구조를 정리
- 액세스 키, 토큰, 계정 정보 등 민감 정보는 보안 정책에 맞는 채널로 전달
- 신규 합류자도 이 문서를 보고 바로 개발 환경을 셋업할 수 있는 수준까지 정리",,"December 15, 2025 11:53 PM",High,Yes,진행 중,[개발 환경 셋업] GIT 및 작업·협업 환경 셋업 (https://www.notion.so/GIT-be781614d4d041cbb2acf5ce0ea408a4?pvs=21),Done,오후,,
[개발 환경 셋업] 프로젝트 작업 환경 공유,"December 15, 2025",김은향,"December 15, 2025 3:54 PM","sosi 프로젝트 개발·협업을 위한 작업 환경과 협업 룰을 정리해 공유한다.
- IDE/에디터, 브랜치 전략, 코드 리뷰 프로세스, 이슈 트래킹 툴(Jira/Notion 등) 명시
- 로컬 개발 환경 셋업 단계(필수 의존성, 환경 변수, 빌드/실행 방법) 문서화
- 협업 채널(Slack/Notion/회의 주기 등)과 기본 룰을 정리해 팀과 공유",,"December 15, 2025 4:54 PM",High,Yes,진행 중,[개발 환경 셋업] GIT 및 작업·협업 환경 셋업 (https://www.notion.so/GIT-be781614d4d041cbb2acf5ce0ea408a4?pvs=21),Done,오후,,
"와디즈 새소식, 체험후가 업로드","December 15, 2025",한명학,"December 15, 2025 4:00 PM",,,"December 15, 2025 4:00 PM",Medium,No,시작 전,[펀딩·마케팅] 와디즈 펀딩 (https://www.notion.so/f94f71ddcbbd405a85a92983ff8cb6ce?pvs=21),Done,,,
식후감정일기 피드백(15. 월),"December 15, 2025",한명학,"December 15, 2025 4:00 PM",,,"December 15, 2025 8:46 PM",High,No,시작 전,[코칭 서비스] 1:1 코칭 서비스 (https://www.notion.so/1-1-f343e945e47d4c6e82c7c31ba1d13ecf?pvs=21),Done,,,
온보딩 서약서 전달(소식연구소 ⇒ 프리랜서 코치 잔디님),"December 15, 2025",한명학,"December 15, 2025 10:28 PM",,,"December 15, 2025 10:29 PM",Medium,No,,코치 1명 구인 & 1차 온보딩 준비 (https://www.notion.so/1-1-a59c63aad6fe4dd680d57a98f369a8ad?pvs=21),Done,,,
온보딩 자료 수정(코칭 회의 후 나온 내용 반영),"December 15, 2025",한명학,"December 15, 2025 10:29 PM",,,"December 15, 2025 10:29 PM",Medium,No,,코치 1명 구인 & 1차 온보딩 준비 (https://www.notion.so/1-1-a59c63aad6fe4dd680d57a98f369a8ad?pvs=21),Done,,,
유튜브 영상 배경음악 제거 후 재업로드(w31),"December 15, 2025",한명학,"December 15, 2025 11:44 PM",,,"December 15, 2025 11:45 PM",Medium,Yes,진행 중,YouTube 1주 1업로드 프로젝트 (https://www.notion.so/YouTube-1-1-429c2a5aa7b04d12b5a3923f9e698f91?pvs=21),Done,,,
[투자/TIPS준비] 아이디어파트너스 배치 프로그램 지원,"December 28, 2025",김은향,"December 16, 2025 1:43 AM","농식품테크·바이오·AI 등 관련 트랙을 보유한 아이디어파트너스 배치 프로그램에 지원해 TIPS 추천 및 투자 연계를 노린다.

완료 조건:
- Track 1/2 중 LOOP에 적합한 트랙 선택 및 메모
- 모집 분야(농식품테크, 바이오, AI 등)와 LOOP 포지셔닝(정서·섭식·AI OS) 매핑
- 이메일 제출용 지원서 초안 작성 → 내부 리뷰 → 최종본 확정
- 지원 이메일 발송 및 발송 내역(날짜, 수신자, 제목) Notion에 기록

산출물:
- 지원서 문서 파일 또는 Notion/Google Docs 링크
- 발송 이메일 전문 또는 스크린샷 링크",,"December 16, 2025 1:44 AM",High,Yes,진행 중,[투자/TIPS준비] 배치 프로그램 지원 (https://www.notion.so/TIPS-3c28a46f9bd0420ca434a1ab089f6e91?pvs=21),Not started,오후,,
[투자/TIPS준비] 프라이머 배치 프로그램 지원,"January 2, 2026",김은향,"December 16, 2025 1:43 AM","2026년 TIPS 및 후속 투자 레버리지를 위해 극초기 스타트업 대상 프라이머 배치 프로그램에 지원한다.

완료 조건:
- 모집 요강 기준으로 LOOP의 스테이지, 팀 구성, 시장/제품 포지셔닝 적합성 검토
- 프라이머 홈페이지 신청서 문항을 기준으로 초안 작성 및 내부 피드백 반영
- 최종본 제출 및 제출 완료 여부(스크린샷/확인 메일) Notion에 기록

산출물:
- 프라이머 신청서 초안 및 최종본 링크(Notion/Google Docs)
- 제출 스크린샷 또는 접수 확인 메일 캡처 링크",,"December 16, 2025 1:44 AM",High,Yes,진행 중,[투자/TIPS준비] 배치 프로그램 지원 (https://www.notion.so/TIPS-3c28a46f9bd0420ca434a1ab089f6e91?pvs=21),Not started,오후,,
"잔디님 보안서약서, 온보딩 자료 제공","December 16, 2025",한명학,"December 16, 2025 12:04 PM",,,"December 16, 2025 12:04 PM",Medium,No,,코치 1명 구인 & 1차 온보딩 준비 (https://www.notion.so/1-1-a59c63aad6fe4dd680d57a98f369a8ad?pvs=21),Done,,,
와디즈 카드할부 등 구매 혜택 관련 새소식 업로드,"December 16, 2025",한명학,"December 16, 2025 12:05 PM",,,"December 16, 2025 12:05 PM",Medium,No,시작 전,[펀딩·마케팅] 와디즈 펀딩 (https://www.notion.so/f94f71ddcbbd405a85a92983ff8cb6ce?pvs=21),Done,,,
프리랜서 코치 온보딩 과제 안내(김보윤님),"December 16, 2025",한명학,"December 16, 2025 3:39 PM",,,"December 16, 2025 11:10 PM",Medium,No,,코치 1명 구인 & 1차 온보딩 준비 (https://www.notion.so/1-1-a59c63aad6fe4dd680d57a98f369a8ad?pvs=21),Done,,,
코칭 참가자 대상 식후감정일기 피드백,"December 16, 2025",한명학,"December 16, 2025 4:34 PM",,,"December 16, 2025 4:36 PM",Medium,No,시작 전,[코칭 서비스] 1:1 코칭 서비스 (https://www.notion.so/1-1-f343e945e47d4c6e82c7c31ba1d13ecf?pvs=21),Done,,,
원천세 신고 및 납부,"December 16, 2025",한명학,"December 16, 2025 5:10 PM",,,"December 16, 2025 6:16 PM",Medium,No,시작 전,[경영·운영] 경영 관리 (https://www.notion.so/1cd02596e9b949358700d91ac8b0eb77?pvs=21),Done,,,
지우님 할 일(12월 16일),"December 16, 2025",한명학,"December 16, 2025 9:20 PM",,,"December 16, 2025 9:30 PM",Medium,Yes,진행 중,외부 비서(Overseas Assistant) 채용 & 1개월 테스트 온보딩 (https://www.notion.so/Overseas-Assistant-1-ab8b2137f03a4585a58f8568fbacbea7?pvs=21),Done,,,
와디즈 오픈 전 마지막 새소식 초안 작성,"December 16, 2025",한명학,"December 16, 2025 10:26 PM",,,"December 16, 2025 10:27 PM",Medium,No,시작 전,[펀딩·마케팅] 와디즈 펀딩 (https://www.notion.so/f94f71ddcbbd405a85a92983ff8cb6ce?pvs=21),Done,,,
"와디즈 매출 1,000만 원 넘을 시 새소식 작성","December 17, 2025",한명학,"December 16, 2025 10:27 PM",,,"December 17, 2025 9:00 PM",Medium,No,시작 전,[펀딩·마케팅] 와디즈 펀딩 (https://www.notion.so/f94f71ddcbbd405a85a92983ff8cb6ce?pvs=21),On Hold,,,
[와디즈 마케팅] 와디즈 오픈 전 새소식 업로드,"December 17, 2025",한명학,"December 16, 2025 11:38 PM",와디즈 오픈을 앞두고 새소식 콘텐츠를 작성하고 업로드한다. 새소식이 와디즈 페이지에 정상적으로 게시되면 완료.,,"December 17, 2025 11:29 AM",High,Yes,진행 중,[와디즈] 12주 코칭 습관팩 런칭 (https://www.notion.so/12-d800760bcda44670adaf7764cfdcbcf9?pvs=21),Done,오후,,
"[콘텐츠 기획] 연말 콘텐츠 기획(신동진 의사님, 잔디님 협업)","December 17, 2025",한명학,"December 16, 2025 11:38 PM","신동진 의사님, 잔디님과 협업할 연말 콘텐츠를 기획한다. 콘텐츠 주제, 포맷, 일정, 역할 분담 등이 정리된 기획안이 완성되면 완료.",,"December 18, 2025 3:59 PM",Medium,Yes,진행 중,YouTube 1주 1업로드 프로젝트 (https://www.notion.so/YouTube-1-1-429c2a5aa7b04d12b5a3923f9e698f91?pvs=21),Done,오후,,
"[와디즈 마케팅] 와디즈 오픈 홍보(카카오톡 채널, 채팅방, 유튭, 인스타)","December 17, 2025",한명학,"December 16, 2025 11:38 PM","와디즈 오픈 소식을 카카오톡 채널, 채팅방, 유튜브, 인스타그램 등 모든 채널에 공지하고 홍보 메시지를 발송한다. 각 채널에 홍보 콘텐츠가 게시되면 완료.",,"December 17, 2025 11:29 AM",High,Yes,진행 중,[와디즈] 12주 코칭 습관팩 런칭 (https://www.notion.so/12-d800760bcda44670adaf7764cfdcbcf9?pvs=21),Done,오후,,
[고객 관리] 카카오톡 채널 활성화 방안 기획,"December 21, 2025",한명학,"December 16, 2025 11:38 PM","고객 관리를 강화하기 위해 카카오톡 채널 활성화 방안을 기획한다. 운영 구조, 콘텐츠 계획, 고객 소통 방식 등이 포함된 기획안이 완성되면 완료.",,"December 18, 2025 3:59 PM",Medium,No,시작 전,[CS·운영] 고객관리/대응(CS) (https://www.notion.so/CS-CS-eb4db460772f4cd8a556f563948fba77?pvs=21),In progress,오후,,
[코칭 운영] 식후감정일기 피드백,"December 17, 2025",한명학,"December 16, 2025 11:38 PM",회원들의 식후감정일기를 검토하고 일일 피드백을 작성한다. 모든 회원에게 맞춤형 피드백이 전달되면 완료.,,"December 17, 2025 3:27 PM",High,No,시작 전,[코칭 서비스] 1:1 코칭 서비스 (https://www.notion.so/1-1-f343e945e47d4c6e82c7c31ba1d13ecf?pvs=21),Done,오후,,
[콘텐츠 분석] 유튜브 w31 영상 성과 측정,"December 17, 2025",한명학,"December 16, 2025 11:38 PM","W31(마운자로/GLP-1 교육) 영상의 조회수, 좋아요, 댓글, 시청 유지율 등 핵심 지표를 측정하고 분석 레포트를 작성한다. 성과 데이터가 정리되면 완료.",,"December 16, 2025 11:43 PM",Medium,Yes,진행 중,YouTube 1주 1업로드 프로젝트 (https://www.notion.so/YouTube-1-1-429c2a5aa7b04d12b5a3923f9e698f91?pvs=21),Not started,오후,,
와디즈 오픈 후 고객 대응,"December 17, 2025 → December 31, 2025",한명학,"December 17, 2025 12:55 PM",,,"December 17, 2025 12:55 PM",Medium,No,시작 전,[펀딩·마케팅] 와디즈 펀딩 (https://www.notion.so/f94f71ddcbbd405a85a92983ff8cb6ce?pvs=21),In progress,,,
와디즈 리워드 문구 정정 요청(습관회복 풀패키지),"December 17, 2025",한명학,"December 17, 2025 12:55 PM",,,"December 17, 2025 12:56 PM",High,No,시작 전,[펀딩·마케팅] 와디즈 펀딩 (https://www.notion.so/f94f71ddcbbd405a85a92983ff8cb6ce?pvs=21),Done,,,
유튜브 콘텐츠 연말 기획,"December 17, 2025",한명학,"December 17, 2025 4:26 PM",,,"December 17, 2025 9:00 PM",Medium,Yes,진행 중,YouTube 1주 1업로드 프로젝트 (https://www.notion.so/YouTube-1-1-429c2a5aa7b04d12b5a3923f9e698f91?pvs=21),Done,,,
지우님 할 일,"December 17, 2025",한명학,"December 17, 2025 8:43 PM",,,"December 17, 2025 9:00 PM",,Yes,진행 중,외부 비서(Overseas Assistant) 채용 & 1개월 테스트 온보딩 (https://www.notion.so/Overseas-Assistant-1-ab8b2137f03a4585a58f8568fbacbea7?pvs=21),Done,,,
와디즈 전환율 저조에 따른 긴급 대응,"December 17, 2025",한명학,"December 17, 2025 10:48 PM",,,"December 17, 2025 10:48 PM",Medium,No,시작 전,[펀딩·마케팅] 와디즈 펀딩 (https://www.notion.so/f94f71ddcbbd405a85a92983ff8cb6ce?pvs=21),Done,,,
와디즈 회고 문서 초안 제작,"December 17, 2025",한명학,"December 17, 2025 10:48 PM",,,"December 18, 2025 6:49 PM",Medium,No,시작 전,[펀딩·마케팅] 와디즈 펀딩 (https://www.notion.so/f94f71ddcbbd405a85a92983ff8cb6ce?pvs=21),Done,,,
와디즈 프로젝트 리워드 순서 변경,"December 18, 2025",한명학,"December 18, 2025 6:43 PM",,,"December 18, 2025 6:43 PM",Medium,No,시작 전,[펀딩·마케팅] 와디즈 펀딩 (https://www.notion.so/f94f71ddcbbd405a85a92983ff8cb6ce?pvs=21),Done,,,
와디즈 새소식 초안 작성 - 브랜드 방향성 위주,"December 18, 2025",한명학,"December 18, 2025 6:43 PM",,,"December 18, 2025 6:44 PM",Medium,No,시작 전,[펀딩·마케팅] 와디즈 펀딩 (https://www.notion.so/f94f71ddcbbd405a85a92983ff8cb6ce?pvs=21),In progress,,,
꼭꼭Fit 강의 VOD 재구성 - 전반적인 리워드 내용 + 우리 브랜드 가치,"December 19, 2025",한명학,"December 18, 2025 6:44 PM",,,"December 18, 2025 6:45 PM",Medium,No,시작 전,[펀딩·마케팅] 와디즈 펀딩 (https://www.notion.so/f94f71ddcbbd405a85a92983ff8cb6ce?pvs=21),On Hold,,,
와디즈 프로젝트 향후 방안 논의,"December 18, 2025",한명학,"December 18, 2025 6:45 PM",,,"December 18, 2025 6:50 PM",Medium,No,시작 전,[펀딩·마케팅] 와디즈 펀딩 (https://www.notion.so/f94f71ddcbbd405a85a92983ff8cb6ce?pvs=21),Done,,,
꼭꼭Fit 3기 환급 검토,"December 18, 2025",한명학,"December 18, 2025 7:25 PM",,,"December 18, 2025 7:26 PM",Medium,No,시작 전,[코칭 서비스] 1:1 코칭 서비스 (https://www.notion.so/1-1-f343e945e47d4c6e82c7c31ba1d13ecf?pvs=21),In progress,,,
